id,title,abstract,year,update_date,url,version_count
0705.4080,Aperiodic substitutional systems and their Bratteli diagrams,In the paper we study aperiodic substitutional dynamical systems arisen from non-primitive substitutions. We prove that the Vershik homeomorphism $\phi$ of a stationary ordered Bratteli diagram is homeomorphic to an aperiodic substitutional system if and only if no restriction of $\phi$ to a minimal component is homeomorphic to an odometer. We also show that every aperiodic substitutional system generated by a substitution with nesting property is homeomorphic to the Vershik map of a stationary ordered Bratteli diagram. It is proved that every aperiodic substitutional system is recognizable. The classes of $m$-primitive substitutions and associated to them derivative substitutions are studied. We discuss also the notion of expansiveness for Cantor dynamical systems of finite rank.,2007,2007-05-29,https://arxiv.org/abs/0705.4080,1
1908.10065,Future competitive bioenergy technologies in the German heat sector: Findings from an economic optimization approach,"Meeting the defined greenhouse gas (GHG) reduction targets in Germany is only possible by switching to renewable technologies in the energy sector. A major share of that reduction needs to be covered by the heat sector, which accounts for ~35% of the energy based emissions in Germany. Biomass is the renewable key player in the heterogeneous heat sector today. Its properties such as weather independency, simple storage and flexible utilization open up a wide field of applications for biomass. However, in a future heat sector fulfilling GHG reduction targets and energy sectors being increasingly connected: which bioenergy technology concepts are competitive options against other renewable heating systems? In this paper, the cost optimal allocation of the limited German biomass potential is investigated under longterm scenarios using a mathematical optimization approach. The model results show that bioenergy can be a competitive option in the future. Especially the use of biomass from residues can be highly competitive in hybrid combined heat and power (CHP) pellet combustion plants in the private household sector. However, towards 2050, wood based biomass use in high temperature industry applications is found to be the most cost efficient way to reduce heat based emissions by 95% in 2050.",2019,2020-03-24,https://arxiv.org/abs/1908.10065,2
0903.4219,"Genome-scale reconstruction of the metabolic network in Yersinia pestis, strain 91001","The gram-negative bacterium Yersinia pestis, the aetiological agent of bubonic plague, is one the deadliest pathogens known to man. Despite its historical reputation, plague is a modern disease which annually afflicts thousands of people. Public safety considerations greatly limit clinical experimentation on this organism and thus development of theoretical tools to analyze the capabilities of this pathogen is of utmost importance. Here, we report the first genome-scale metabolic model of Yersinia pestis biovar Mediaevalis based both on its recently annotated genome, and physiological and biochemical data from literature. Our model demonstrates excellent agreement with Y. pestis known metabolic needs and capabilities. Since Y. pestis is a meiotrophic organism, we have developed CryptFind, a systematic approach to identify all candidate cryptic genes responsible for known and theoretical meiotrophic phenomena. In addition to uncovering every known cryptic gene for Y. pestis, our analysis of the rhamnose fermentation pathway suggests that betB is the responsible cryptic gene. Despite all of our medical advances, we still do not have a vaccine for bubonic plague. Recent discoveries of antibiotic resistant strains of Yersinia pestis coupled with the threat of plague being used as a bioterrorism weapon compel us to develop new tools for studying the physiology of this deadly pathogen. Using our theoretical model, we can study the cells phenotypic behavior under different circumstances and identify metabolic weaknesses which may be harnessed for the development of therapeutics. Additionally, the automatic identification of cryptic genes expands the usage of genomic data for pharmaceutical purposes.",2009,2009-03-26,https://arxiv.org/abs/0903.4219,1
1807.11382,Bayesian Calibration using Different Prior Distributions: an Iterative Maximum A Posteriori Approach for Radio Interferometers,"In this paper, we aim to design robust estimation techniques based on the compound-Gaussian (CG) process and adapted for calibration of radio interferometers. The motivation beyond this is due to the presence of outliers leading to an unrealistic traditional Gaussian noise assumption. Consequently, to achieve robustness, we adopt a maximum a posteriori (MAP) approach which exploits Bayesian statistics and follows a sequential updating procedure here. The proposed algorithm is applied in a multi-frequency scenario in order to enhance the estimation and correction of perturbation effects. Numerical simulations assess the performance of the proposed algorithm for different noise models, Student's t, K, Laplace, Cauchy and inverse-Gaussian compound-Gaussian distributions w.r.t. the classical non-robust Gaussian noise assumption.",2018,2018-07-31,https://arxiv.org/abs/1807.11382,1
1810.10408,Multi-Agent Reinforcement Learning Based Resource Allocation for UAV Networks,"Unmanned aerial vehicles (UAVs) are capable of serving as aerial base stations (BSs) for providing both cost-effective and on-demand wireless communications. This article investigates dynamic resource allocation of multiple UAVs enabled communication networks with the goal of maximizing long-term rewards. More particularly, each UAV communicates with a ground user by automatically selecting its communicating users, power levels and subchannels without any information exchange among UAVs. To model the uncertainty of environments, we formulate the long-term resource allocation problem as a stochastic game for maximizing the expected rewards, where each UAV becomes a learning agent and each resource allocation solution corresponds to an action taken by the UAVs. Afterwards, we develop a multi-agent reinforcement learning (MARL) framework that each agent discovers its best strategy according to its local observations using learning. More specifically, we propose an agent-independent method, for which all agents conduct a decision algorithm independently but share a common structure based on Q-learning. Finally, simulation results reveal that: 1) appropriate parameters for exploitation and exploration are capable of enhancing the performance of the proposed MARL based resource allocation algorithm; 2) the proposed MARL algorithm provides acceptable performance compared to the case with complete information exchanges among UAVs. By doing so, it strikes a good tradeoff between performance gains and information exchange overheads.",2018,2018-10-25,https://arxiv.org/abs/1810.10408,1
1807.09531,A Generalized Spectral Shaping Method for OFDM Signals,"Orthogonal frequency division multiplexing (OFDM) signals with rectangularly windowed pulses exhibit low spectral confinement. Two approaches usually referred to as pulse-shaping and active interference cancellation (AIC) are classically employed to reduce the out-of-band emission (OOBE) without affecting the receiver. This paper proposes a spectral shaping method that generalizes and unifies these two strategies. To this end, the OFDM carriers are shaped with novel pulses, referred to as generalized pulses, that consist of the ones used in conventional OFDM systems plus a series of cancellation terms aimed at reducing the OOBE of the former. Hence, each generalized pulse embeds all the terms required to reduce its spectrum in the desired bands. This leads to a data-independent optimization problem that notably simplifies the implementation complexity and allows the analytical calculation of the resulting power spectral density (PSD), which in most methods found in the literature can only be estimated by means of simulations. As an example of its performance, the proposed technique allows complying with the stringent PSD mask imposed by the EN 50561-1 with a data carrier loss lower than 4%. By contrasts, 28% of the data carriers have to be nulled when pulse-shaping is employed in this scenario.",2018,2018-07-26,https://arxiv.org/abs/1807.09531,1
1003.0182,Product-limit estimators of the gap time distribution of a renewal process under different sampling patterns,"Nonparametric estimation of the gap time distribution in a simple renewal process may be considered a problem in survival analysis under particular sampling frames corresponding to how the renewal process is observed. This note describes several such situations where simple product limit estimators, though inefficient, may still be useful.",2010,2023-05-02,https://arxiv.org/abs/1003.0182,2
1002.2702,Bayesian computational methods,"In this chapter, we will first present the most standard computational challenges met in Bayesian Statistics, focussing primarily on mixture estimation and on model choice issues, and then relate these problems with computational solutions. Of course, this chapter is only a terse introduction to the problems and solutions related to Bayesian computations. For more complete references, see Robert and Casella (2004, 2009), or Marin and Robert (2007), among others. We also restrain from providing an introduction to Bayesian Statistics per se and for comprehensive coverage, address the reader to Robert (2007), (again) among others.",2010,2010-02-16,https://arxiv.org/abs/1002.2702,1
1711.04256,Power System Transient Stability Assessment Using Couple Machines Method,"Analyzing the stability of the power system by using a few machines is promising for transient stability assessment. A hybrid direct-time-domain method that is fully based on the thinking of partial energy function is proposed in this paper. During post-fault period, a pair of machines with high rotor speed difference is defined as couple machines, and the stability analysis of the system is transformed into that of several pairs of couple machines. Based on the prediction of power-angle curve of couple machines within a sampling window after fault clearing, the proposed method avoids the definition of Center of Inertia (COI) and it can also evaluate the stability margin of the system by using the predicted power-angle curve. Simulation results demonstrate its effectiveness in transient stability assessment.",2017,2017-11-15,https://arxiv.org/abs/1711.04256,1
1011.2005,Likelihood inference for particle location in fluorescence microscopy,"We introduce a procedure to automatically count and locate the fluorescent particles in a microscopy image. Our procedure employs an approximate likelihood estimator derived from a Poisson random field model for photon emission. Estimates of standard errors are generated for each image along with the parameter estimates, and the number of particles in the image is determined using an information criterion and likelihood ratio tests. Realistic simulations show that our procedure is robust and that it leads to accurate estimates, both of parameters and of standard errors. This approach improves on previous ad hoc least squares procedures by giving a more explicit stochastic model for certain fluorescence images and by employing a consistent framework for analysis.",2010,2010-11-10,https://arxiv.org/abs/1011.2005,1
0707.4524,Image Authentication Based on Neural Networks,"Neural network has been attracting more and more researchers since the past decades. The properties, such as parameter sensitivity, random similarity, learning ability, etc., make it suitable for information protection, such as data encryption, data authentication, intrusion detection, etc. In this paper, by investigating neural networks' properties, the low-cost authentication method based on neural networks is proposed and used to authenticate images or videos. The authentication method can detect whether the images or videos are modified maliciously. Firstly, this chapter introduces neural networks' properties, such as parameter sensitivity, random similarity, diffusion property, confusion property, one-way property, etc. Secondly, the chapter gives an introduction to neural network based protection methods. Thirdly, an image or video authentication scheme based on neural networks is presented, and its performances, including security, robustness and efficiency, are analyzed. Finally, conclusions are drawn, and some open issues in this field are presented.",2007,2007-08-01,https://arxiv.org/abs/0707.4524,1
0704.3980,A construction of generalized Harish-Chandra modules for locally reductive Lie algebras,"We study cohomological induction for a pair $(\frak g,\frak k)$, $\frak g$ being an infinite dimensional locally reductive Lie algebra and $\frak k \subset\frak g$ being of the form $\frak k_0 + C_\gg(\frak k_0)$, where $\frak k_0\subset\frak g$ is a finite dimensional reductive in $\frak g$ subalgebra and $C_{\gg} (\frak k_0)$ is the centralizer of $\frak k_0$ in $\frak g$. We prove a general non-vanishing and $\frak k$-finiteness theorem for the output. This yields in particular simple $(\frak g,\frak k)$-modules of finite type over $\frak k$ which are analogs of the fundamental series of generalized Harish-Chandra modules constructed in \cite{PZ1} and \cite{PZ2}. We study explicit versions of the construction when $\frak g$ is a root-reductive or diagonal locally simple Lie algebra.",2007,2007-05-23,https://arxiv.org/abs/0704.3980,1
0909.5194,Dirichlet Process Mixtures of Generalized Linear Models,"We propose Dirichlet Process mixtures of Generalized Linear Models (DP-GLM), a new method of nonparametric regression that accommodates continuous and categorical inputs, and responses that can be modeled by a generalized linear model. We prove conditions for the asymptotic unbiasedness of the DP-GLM regression mean function estimate. We also give examples for when those conditions hold, including models for compactly supported continuous distributions and a model with continuous covariates and categorical response. We empirically analyze the properties of the DP-GLM and why it provides better results than existing Dirichlet process mixture regression models. We evaluate DP-GLM on several data sets, comparing it to modern methods of nonparametric regression like CART, Bayesian trees and Gaussian processes. Compared to existing techniques, the DP-GLM provides a single model (and corresponding inference algorithms) that performs well in many regression settings.",2009,2010-07-16,https://arxiv.org/abs/0909.5194,2
0710.5085,"William H. Kruskal, Mentor and Friend","Discussion of ``The William Kruskal Legacy: 1919--2005'' by Stephen E. Fienberg, Stephen M. Stigler and Judith M. Tanur [arXiv:0710.5063]",2007,2007-11-06,https://arxiv.org/abs/0710.5085,1
0904.4131,Executing large orders in a microscopic market model,"In a recent paper, Alfonsi, Fruth and Schied (AFS) propose a simple order book based model for the impact of large orders on stock prices. They use this model to derive optimal strategies for the execution of large orders. We apply these strategies to an agent-based stochastic order book model that was recently proposed by Bovier, \v{C}ern\'{y} and Hryniv, but already the calibration fails. In particular, from our simulations the recovery speed of the market after a large order is clearly dependent on the order size, whereas the AFS model assumes a constant speed. For this reason, we propose a generalization of the AFS model, the GAFS model, that incorporates this dependency, and prove the optimal investment strategies. As a corollary, we find that we can derive the ``correct'' constant resilience speed for the AFS model from the GAFS model such that the optimal strategies of the AFS and the GAFS model coincide. Finally, we show that the costs of applying the optimal strategies of the GAFS model to the artificial market environment still differ significantly from the model predictions, indicating that even the improved model does not capture all of the relevant details of a real market.",2009,2010-01-11,https://arxiv.org/abs/0904.4131,2
0705.1912,Necessary Conditions for Geometric Realizability of Simplicial Complexes,We associate with any simplicial complex $\K$ and any integer $m$ a system of linear equations and inequalities. If $\K$ has a simplicial embedding in $\R^m$ then the system has an integer solution. This result extends the work of I. Novik (2000).,2007,2007-06-21,https://arxiv.org/abs/0705.1912,2
1007.5519,Phylogenetic Proximity and Nestedness in Mutualistic Ecosystems,"We investigate how the pattern of contacts between species in mutualistic ecosystems is affected by the phylogenetic proximity between the species of each guild. We develop several theoretical tools to measure that effect and we use them to examine some real mutualistic sytems. We aim at establishing the role of such proximity in the emergence of a nested pattern of contacts. We conclude that although phylogenetic proximity is compatible with nestedness it can not be claimed to determine it. We find that nestedness can instead be attributed to a general rule by which species tend to behave as generalists holding contacts with counterparts that already have a large number of contacts. A nested ecosystem generated by this rule, shows high phylogenetic diversity. This is to say, the counterparts of species having similar degrees are not phylogenetic neighbours.",2010,2010-08-02,https://arxiv.org/abs/1007.5519,1
1309.1871,Statistical inference of co-movements of stocks during a financial crisis,"In order to figure out and to forecast the emergence phenomena of social systems, we propose several probabilistic models for the analysis of financial markets, especially around a crisis. We first attempt to visualize the collective behaviour of markets during a financial crisis through cross-correlations between typical Japanese daily stocks by making use of multi- dimensional scaling. We find that all the two-dimensional points (stocks) shrink into a single small region when a economic crisis takes place. By using the properties of cross-correlations in financial markets especially during a crisis, we next propose a theoretical framework to predict several time-series simultaneously. Our model system is basically described by a variant of the multi-layered Ising model with random fields as non-stationary time series. Hyper-parameters appearing in the probabilistic model are estimated by means of minimizing the 'cumulative error' in the past market history. The justification and validity of our approaches are numerically examined for several empirical data sets.",2013,2015-06-17,https://arxiv.org/abs/1309.1871,1
1103.6119,"Auto-associative models, nonlinear Principal component analysis, manifolds and projection pursuit","In this paper, auto-associative models are proposed as candidates to the generalization of Principal Component Analysis. We show that these models are dedicated to the approximation of the dataset by a manifold. Here, the word ""manifold"" refers to the topology properties of the structure. The approximating manifold is built by a projection pursuit algorithm. At each step of the algorithm, the dimension of the manifold is incremented. Some theoretical properties are provided. In particular, we can show that, at each step of the algorithm, the mean residuals norm is not increased. Moreover, it is also established that the algorithm converges in a finite number of steps. Some particular auto-associative models are exhibited and compared to the classical PCA and some neural networks models. Implementation aspects are discussed. We show that, in numerous cases, no optimization procedure is required. Some illustrations on simulated and real data are presented.",2011,2011-04-01,https://arxiv.org/abs/1103.6119,1
1212.4279,"A Note on ""A Family of Maximum Entropy Densities Matching Call Option Prices""","In Neri and Schneider (2012) we presented a method to recover the Maximum Entropy Density (MED) inferred from prices of call and digital options on a set of n strikes. To find the MED we need to numerically invert a one-dimensional function for n values and a Newton-Raphson method is suggested. In this note we revisit this inversion problem and show that it can be rewritten in terms of the Langevin function for which numerical approximations of its inverse are known. The approach is very similar to that of Buchen and Kelly (BK) with the difference that BK only requires call option prices. Then, in continuation of our first paper, we presented another approach which uses call prices only and recovers the same density as BK with a few advantages, notably, numerical stability. This second paper provides a detailed analysis of convergence and, in particular, gives various estimates of how far (in different senses) the iterative algorithm is from the solution. These estimates rely on a constant m > 0. The larger m is the better the estimates will be. A concrete value of m is suggested in the second paper, and this note provides a sharper value.",2012,2012-12-19,https://arxiv.org/abs/1212.4279,1
0908.1082,Strict Local Martingale Deflators and Pricing American Call-Type Options,"We solve the problem of pricing and optimal exercise of American call-type options in markets which do not necessarily admit an equivalent local martingale measure. This resolves an open question proposed by Fernholz and Karatzas [Stochastic Portfolio Theory: A Survey, Handbook of Numerical Analysis, 15:89-168, 2009].",2009,2009-12-21,https://arxiv.org/abs/0908.1082,4
0705.1629,Lie antialgebras: premices,"The main purpose of this work is to develop the basic notions of the Lie theory for commutative algebras. We introduce a class of $\mathbbZ_2$-graded commutative but not associative algebras that we call ``Lie antialgebras''. These algebras are closely related to Lie (super)algebras and, in some sense, link together commutative and Lie algebras. The main notions we define in this paper are: representations of Lie antialgebras, an analog of the Lie-Poisson bivector (which is not Poisson) and central extensions. We also classify simple finite-dimensional Lie antialgebras.",2007,2010-10-18,https://arxiv.org/abs/0705.1629,6
1004.1758,Consistent Valuation of Bespoke CDO Tranches,"This paper describes a consistent and arbitrage-free pricing methodology for bespoke CDO tranches. The proposed method is a multi-factor extension to the (Li 2009) model, and it is free of the known flaws in the current standard pricing method of base correlation mapping. This method assigns a distinct market factor to each liquid credit index and models the correlation between these market factors explicitly. A low-dimensional semi-analytical Monte Carlo is shown to be very efficient in computing the PVs and risks of bespoke tranches. Numerical examples show that resulting bespoke tranche prices are generally in line with the current standard method of base correlation with TLP mapping. Practical issues such as model deltas and quanto adjustment are also discussed as numerical examples.",2010,2010-04-13,https://arxiv.org/abs/1004.1758,1
0705.2739,Generalized functions as sequence spaces with ultranorms,"We review our recent formulation of Colombeau type algebras as Hausdorff sequence spaces with ultranorms, defined by sequences of exponential weights. We extend previous results and give new perspectives related to echelon type spaces, possible generalisations, asymptotic algebras, concepts of association, and applications thereof.",2007,2007-05-23,https://arxiv.org/abs/0705.2739,1
1106.1999,Pricing of average strike Asian call option using numerical PDE methods,"In this paper, a standard PDE for the pricing of arithmetic average strike Asian call option is presented. A Crank-Nicolson Implicit Method and a Higher Order Compact finite difference scheme for this pricing problem is derived. Both these schemes were implemented for various values of risk free rate and volatility. The option prices for the same set of values of risk free rate and volatility was also computed using Monte Carlo simulation. The comparative results of the two numerical PDE methods shows close match with the Monte Carlo results, with the Higher Order Compact scheme exhibiting a better match. To the best of our knowledge, this is the first work to use the numerical PDE approach for pricing Asian call options with average strike.",2011,2011-06-13,https://arxiv.org/abs/1106.1999,1
0704.1487,"Wavelet frames, Bergman spaces and Fourier transforms of Laguerre functions","The Fourier transforms of Laguerre functions play the same canonical role in wavelet analysis as do the Hermite functions in Gabor analysis. We will use them as analyzing wavelets in a similar way the Hermite functions were recently by K. Groechenig and Y. Lyubarskii in ""Gabor frames with Hermite functions, C. R. Acad. Sci. Paris, Ser. I 344 157-162 (2007)"". Building on the work of K. Seip, ""Beurling type density theorems in the unit disc, Invent. Math., 113, 21-39 (1993)"", concerning sampling sequences on weighted Bergman spaces, we find a sufficient density condition for constructing frames by translations and dilations of the Fourier transform of the nth Laguerre function. As in Groechenig-Lyubarskii theorem, the density increases with n, and in the special case of the hyperbolic lattice in the upper half plane it is given by b\log a<\frac{4\pi}{2n+\alpha}, where alpha is the parameter of the Laguerre function.",2007,2007-05-23,https://arxiv.org/abs/0704.1487,1
0704.2865,Classical and quantum randomness and the financial market,"We analyze complexity of financial (and general economic) processes by comparing classical and quantum-like models for randomness. Our analysis implies that it might be that a quantum-like probabilistic description is more natural for financial market than the classical one. A part of our analysis is devoted to study the possibility of application of the quantum probabilistic model to agents of financial market. We show that, although the direct quantum (physical) reduction (based on using the scales of quantum mechanics) is meaningless, one may apply so called quantum-like models. In our approach quantum-like probabilistic behaviour is a consequence of contextualy of statistical data in finances (and economics in general). However, our hypothesis on ""quantumness"" of financial data should be tested experimentally (as opposed to the conventional description based on the noncontextual classical probabilistic approach). We present a new statistical test based on a generalization of the well known in quantum physics Bell's inequality.",2007,2014-03-13,https://arxiv.org/abs/0704.2865,1
0804.0221,Thermodynamics of a model for RNA folding,"We analyze the thermodynamic properties of a simplified model for folded RNA molecules recently studied by G. Vernizzi, H. Orland, A. Zee (in {\it Phys. Rev. Lett.} {\bf 94} (2005) 168103). The model consists of a chain of one-flavor base molecules with a flexible backbone and all possible pairing interactions equally allowed. The spatial pseudoknot structure of the model can be efficiently studied by introducing a $N \times N$ hermitian random matrix model at each chain site, and associating Feynman diagrams of these models to spatial configurations of the molecules. We obtain an exact expression for the topological expansion of the partition function of the system. We calculate exact and asymptotic expressions for the free energy, specific heat, entanglement and chemical potential and study their behavior as a function of temperature. Our results are consistent with the interpretation of $1/N$ as being a measure of the concentration of $\rm{Mg}^{++}$ in solution.",2008,2009-11-13,https://arxiv.org/abs/0804.0221,4
0708.0603,Public Cluster : parallel machine with multi-block approach,"We introduce a new approach to enable an open and public parallel machine which is accessible for multi users with multi jobs belong to different blocks running at the same time. The concept is required especially for parallel machines which are dedicated for public use as implemented at the LIPI Public Cluster. We have deployed the simplest technique by running multi daemons of parallel processing engine with different configuration files specified for each user assigned to access the system, and also developed an integrated system to fully control and monitor the whole system over web. A brief performance analysis is also given for Message Parsing Interface (MPI) engine. It is shown that the proposed approach is quite reliable and affect the whole performances only slightly.",2007,2007-08-07,https://arxiv.org/abs/0708.0603,1
0704.2402,Indices of the iterates of $R^3$-homeomorphisms at Lyapunov stable fixed points,"Given any positive sequence (\{c_n\}_{n \in {\Bbb N}}), we construct orientation preserving homeomorphisms (f:{\Bbb R}^3 \to {\Bbb R}^3) such that (Fix(f)=Per(f)=\{0\}), (0) is Lyapunov stable and (\limsup \frac{|i(f^m, 0)|}{c_m}= \infty). We will use our results to discuss and to point out some strong differences with respect to the computation and behavior of the sequences of the indices of planar homeomorphisms.",2007,2007-05-23,https://arxiv.org/abs/0704.2402,1
0704.2725,Exploiting Heavy Tails in Training Times of Multilayer Perceptrons: A Case Study with the UCI Thyroid Disease Database,"The random initialization of weights of a multilayer perceptron makes it possible to model its training process as a Las Vegas algorithm, i.e. a randomized algorithm which stops when some required training error is obtained, and whose execution time is a random variable. This modeling is used to perform a case study on a well-known pattern recognition benchmark: the UCI Thyroid Disease Database. Empirical evidence is presented of the training time probability distribution exhibiting a heavy tail behavior, meaning a big probability mass of long executions. This fact is exploited to reduce the training time cost by applying two simple restart strategies. The first assumes full knowledge of the distribution yielding a 40% cut down in expected time with respect to the training without restarts. The second, assumes null knowledge, yielding a reduction ranging from 9% to 23%.",2007,2011-11-09,https://arxiv.org/abs/0704.2725,2
0704.3940,An obstruction to a knot being deform-spun via Alexander polynomials,"We show that if a co-dimension two knot is deform-spun from a lower-dimensional co-dimension 2 knot, there are constraints on the Alexander polynomials. In particular this shows, for all n, that not all co-dimension 2 knots in S^n are deform-spun from knots in S^{n-1}.",2007,2009-08-11,https://arxiv.org/abs/0704.3940,2
1103.5414,Modeling Long Memory in REITs,"One stylized feature of financial volatility impacting the modeling process is long memory. This paper examines long memory for alternative risk measures, observed absolute and squared returns for Daily REITs and compares the findings for a non- REIT equity index. The paper utilizes a variety of tests for long memory finding evidence that REIT volatility does display persistence, in contrast to the actual return series. Trading volume is found to be strongly associated with long memory. The results do however suggest differences in the findings with regard to REITs in comparison to the broader equity sector which may be due to relatively thin trading during the sample period.",2011,2011-03-29,https://arxiv.org/abs/1103.5414,1
1002.2740,Arbitrage strategy,"An arbitrage strategy allows a financial agent to make certain profit out of nothing, i.e., out of zero initial investment. This has to be disallowed on economic basis if the market is in equilibrium state, as opportunities for riskless profit would result in an instantaneous movement of prices of certain financial instruments. The principle of not allowing for arbitrage opportunities in financial markets has far-reaching consequences, most notably the option-pricing and hedging formulas in complete markets.",2010,2010-02-16,https://arxiv.org/abs/1002.2740,1
